DistanceToCenter,Total,Living,Kitchen,Repair,RoomsNumber,FurnitureExistence,FloorNumber,Year,NumberOfFloors,RoofType,BuildingType,OverlappingsType,MaterialWalls,PowerСlass,Chute,Playground,Sportsground,PowerSupply,ColdWaterSupply,HotWaterSupply,HeatSupply,GasSupply,WaterDisposal,FireSystem,Id,Adress,Region,City,District,Street,House,Latitude,Longitude,Cost
1479.874767,65,40,9,,3,False,1,,9,,,,,,False,False,False,,,,,,,False,3573," Иваново,  Фрунзенский район, Наговицыной-Икрянистовой ул",Ивановская область, Иваново, Фрунзенский, Наговицыной-Икрянистовой ул,,57.0082878,40.9579216,2920000
3138.792664,22,12,5,,1,False,1,1978,5,2,,3,5,,False,True,False,,,,,,,False,3574," Иваново,  Ленинский район, Полевая 1-я ул,59",Ивановская область, Иваново, Ленинский, Полевая 1-я ,59,56.969316,40.9791689,1180000
4913.861263,50,35,6,,2,False,5,1979,5,2,,3,4,,False,True,False,,,,,,,False,3575," Иваново,  Ленинский район, Родниковская ул,44",Ивановская область, Иваново, Ленинский, Родниковская ,44,56.957664,41.0074709,1800000
586.7203644,36,17,9,,1,False,6,,9,,,,,,False,False,False,,,,,,,False,3576," Иваново,  Фрунзенский район, Большая Воробьевская ул,26",Ивановская область, Иваново, Фрунзенский, Большая Воробьевская ,26,56.9927319,40.9662631,2150000
2355.550126,48,30,8,,2,False,8,,9,,,,,,False,False,False,,,,,,,False,3577," Иваново,  Октябрьский район, Ленина пр-кт,112",Ивановская область, Иваново, Октябрьский, Ленина пр-кт,112,57.018342,40.9695611,2250000
9139.439427,40,24,6,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,3578," Иваново,  Советский район, ТЭЦ-3 мкр,11",Ивановская область, Иваново, Советский, ТЭЦ-3 мкр,11,56.9544861,41.1000982,1280000
3425.407585,30,18,6,,1,False,5,1965,5,2,,3,4,,False,True,False,,,,,,,False,3579," Иваново,  Ленинский район, Диановых ул,14",Ивановская область, Иваново, Ленинский, Диановых ,14,56.9667695,40.9798743,1430000
3201.003833,45,29,6,,2,False,1,1977,5,2,,3,5,,False,True,False,,,,,,,False,3581," Иваново,  Ленинский район, Генерала Хлебникова ул,5",Ивановская область, Иваново, Ленинский, Генерала Хлебникова ,5,56.973793,41.0020782,1730000
2888.365266,30,17,6,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,3582," Иваново,  Октябрьский район, Боевиков ул,16",Ивановская область, Иваново, Октябрьский, Боевиков ,16,57.022769,40.9632279,1350000
5607.205685,31,17,6,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3583," Иваново,  Советский район, Лагерная 2-я ул,54",Ивановская область, Иваново, Советский, Лагерная 2-я ,54,56.972643,41.0521429,1350000
1590.501754,62,46,6,,4,False,4,1978,5,2,,3,4,,False,True,False,,,,,,,False,3584," Иваново,  Ленинский район, Сакко ул,50",Ивановская область, Иваново, Ленинский, Сакко ,50,56.997064,40.9976369,2250000
2625.342313,43,30,6,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,3585," Иваново,  Фрунзенский район, Ташкентская ул,85г",Ивановская область, Иваново, Фрунзенский, Ташкентская ,85г,56.973635,40.969411,1499000
3437.955588,42,26,6,,2,False,1,1964,5,1,,3,5,,False,True,False,,,,,,,False,3586," Иваново,  Фрунзенский район, Лежневская ул,146",Ивановская область, Иваново, Фрунзенский, Лежневская ,146,56.966309,40.971756,1499000
1189.349104,32,19,5,,1,False,2,1959,2,1,,1,7,,False,True,False,,,,,,,False,3587," Иваново,  Фрунзенский район, Менделеева ул,16",Ивановская область, Иваново, Фрунзенский, Менделеева ,16,57.001003,40.953063,1150000
818.3732736,56,40,6,,3,False,4,1966,5,1,,3,5,,False,True,False,,,,,,,False,3588," Иваново,  Фрунзенский район, Зверева ул,37",Ивановская область, Иваново, Фрунзенский, Зверева ,37,57.0034185,40.9641938,2450000
1388.365249,48,21,12,,1,False,9,,9,,,,,,False,False,False,,,,,,,False,3589," Иваново,  Фрунзенский район, Педагогический пер,6",Ивановская область, Иваново, Фрунзенский, Педагогический пер,6,57.0029763,40.951098,2950000
1246.385783,66,47,6,,3,False,4,1975,5,2,,3,4,,False,True,False,,,,,,,False,3590," Иваново,  Фрунзенский район, Нагорная 1-я ул,19",Ивановская область, Иваново, Фрунзенский, Нагорная 1-я ,19,57.00597,40.958611,2050000
4309.717992,46,31,6,,2,False,4,1965,5,,,,,,False,False,False,,,,,,,False,3591," Иваново,  Ленинский район, Кудряшова ул,117",Ивановская область, Иваново, Ленинский, Кудряшова ,117,56.959337,40.986308,1690000
5294.091885,26,17,8,,1,False,3,1978,4,2,,3,5,,False,True,False,,,,,,,False,3592," Иваново,  Фрунзенский район, Талицкая 2-я ул,4",Ивановская область, Иваново, Фрунзенский, Талицкая 2-я ,4,57.0027338,40.8846511,930000
1205.239427,51,37,6,,3,False,1,1972,5,1,,3,5,,False,True,False,,,,,,,False,3593," Иваново,  Фрунзенский район, Парижской Коммуны ул,22",Ивановская область, Иваново, Фрунзенский, Парижской Коммуны ,22,56.99851,40.9516631,2050000
1513.311651,60,39,9,,3,False,5,1985,9,2,,3,5,,True,True,False,,,,,,,False,3594," Иваново,  Ленинский район, Бубнова ул,76",Ивановская область, Иваново, Ленинский, Бубнова ,76,56.997637,40.996352,3399000
2082.803937,77,47,7,,3,False,5,1952,5,1,,7,5,,False,True,False,,,,,,,False,3595," Иваново,  Ленинский район, Суворова ул,42",Ивановская область, Иваново, Ленинский, Суворова ,42,56.9940946,41.0052818,2200000
4437.186485,31,19,6,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3596," Иваново,  Ленинский район, Текстильщиков пр-кт,76",Ивановская область, Иваново, Ленинский, Текстильщиков пр-кт,76,56.9581178,40.9858732,1450000
1507.660938,158,101,27,,4,False,2,1992,4,,,3,5,,False,True,False,,,,,,,False,3597," Иваново,  Ленинский район, Сакко ул,44",Ивановская область, Иваново, Ленинский, Сакко ,44,56.998237,40.9961989,6600000
2113.616884,38,18,8,,1,False,18,,21,,,,,,False,False,False,,,,,,,False,3598," Иваново,  Октябрьский район, Карла Маркса ул,4",Ивановская область, Иваново, Октябрьский, Карла Маркса ,4,57.0161915,40.9716018,1500000
2113.616884,55,28,9,,2,False,15,,17,,,,,,False,False,False,,,,,,,False,3599," Иваново,  Октябрьский район, Карла Маркса ул,4",Ивановская область, Иваново, Октябрьский, Карла Маркса ,4,57.0161915,40.9716018,2300000
1615.080887,74,47,14,,2,False,13,2017,20,2,,3,8,,True,True,False,,,,,,,False,3600," Иваново,  Ленинский район, Наумова ул,5",Ивановская область, Иваново, Ленинский, Наумова ,5,57.0021522,40.996446,3500000
2677.653058,64,45,12,,2,False,5,,17,,,,,,False,False,False,,,,,,,False,3601," Иваново,  Ленинский район, Полевая 2-я ул",Ивановская область, Иваново, Ленинский, Полевая 2-я ул,,56.9737395,40.9811957,2400000
4199.50998,45,6,32,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3602," Иваново,  Ленинский район, Строителей пр-кт,52",Ивановская область, Иваново, Ленинский, Строителей пр-кт,52,56.962501,40.9986109,1750000
1495.543767,59,40,6,,3,False,1,,5,,,,,,False,False,False,,,,,,,False,3603," Иваново,  Октябрьский район, Громобоя ул,32а",Ивановская область, Иваново, Октябрьский, Громобоя ,32а,57.010219,40.9775149,2500000
3717.996,45,30,6,,2,False,5,1970,5,2,,3,4,,False,True,False,,,,,,,False,3604," Иваново,  Советский район, Победы ул,13",Ивановская область, Иваново, Советский, Победы ,13,57.0222837,41.011925,1850000
1809.696034,66,40,12,,3,False,1,1989,9,2,,3,4,,True,True,False,,,,,,,False,3605," Иваново,  Фрунзенский район, Танкиста Александрова ул,15",Ивановская область, Иваново, Фрунзенский, Танкиста Александрова ,15,56.9809704,40.9732525,3350000
3465.292209,60,42,6,,3,False,2,1971,5,1,,3,5,,False,True,False,,,,,,,False,3606," Иваново,  Октябрьский район, Балахнина ул,24",Ивановская область, Иваново, Октябрьский, Балахнина ,24,57.0272529,40.9863609,2500000
1674.8576,55,30,6,,3,False,4,1965,6,1,,3,5,,False,True,False,,,,,,,False,3607," Иваново,  Октябрьский район, Калинина ул,24",Ивановская область, Иваново, Октябрьский, Калинина ,24,57.0115664,40.9796306,3490000
4451.52917,48,28,12,,1,False,9,2015,10,2,,3,6,,True,True,False,,,,,,,False,3608," Иваново,  Октябрьский район, Деревенская 4-я ул,34",Ивановская область, Иваново, Октябрьский, Деревенская 4-я ,34,57.0365557,40.9845248,2700000
3509.896395,35,18,9,,1,False,2,,5,,,,,,False,False,False,,,,,,,False,3609," Иваново,  Октябрьский район, 14-е п/о,333",Ивановская область, Иваново, Октябрьский, 14-е п/о,333,57.027862,40.9578421,1800000
1987.286854,41,28,6,,2,False,3,1968,5,1,,3,5,,False,True,False,,,,,,,False,3610," Иваново,  Советский район, Шошина ул,16",Ивановская область, Иваново, Советский, Шошина ,16,57.010328,40.9936269,1800000
3659.028874,37,18,8,,1,False,5,2014,9,2,,3,5,,False,True,False,,,,,,,False,3611," Иваново,  Советский район, Свободы ул,19",Ивановская область, Иваново, Советский, Свободы ,19,57.017462,41.0189499,1900000
3509.896395,42,20,9,,1,False,1,,9,,,,,,False,False,False,,,,,,,False,3612," Иваново,  Октябрьский район, 14-е п/о,267",Ивановская область, Иваново, Октябрьский, 14-е п/о,267,57.027862,40.9578421,1550000
3214.946355,44,28,6,,2,False,2,,5,,,,,,False,False,False,,,,,,,False,3613," Иваново,  Фрунзенский район, Кирякиных ул,11",Ивановская область, Иваново, Фрунзенский, Кирякиных ,11,56.968332,40.969439,1650000
1225.239622,52,30,9,,2,False,4,1982,9,2,,3,4,,True,True,False,,,,,,,False,3614," Иваново,  Фрунзенский район, Володарского ул,3",Ивановская область, Иваново, Фрунзенский, Володарского ,3,56.9866468,40.977157,2400000
3754.755745,32,18,7,,1,False,1,1960,3,1,,3,5,,False,True,False,,,,,,,False,3615," Иваново,  Октябрьский район, Спортивная ул,21/18",Ивановская область, Иваново, Октябрьский, Спортивная ,21/18,57.0300187,40.9857689,1450000
3426.145591,41,25,6,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,3616," Иваново,  Ленинский район, Генерала Хлебникова ул,62",Ивановская область, Иваново, Ленинский, Генерала Хлебникова ,62,56.972959,41.006229,2080000
1497.261868,42,29,7,,2,False,1,1970,9,2,,3,5,,True,True,False,,,,,,,False,3617," Иваново,  Октябрьский район, Дунаева ул,48",Ивановская область, Иваново, Октябрьский, Дунаева ,48,57.0072761,40.987769,2400000
3014.14479,31,20,6,,1,False,3,1968,5,1,,3,5,,False,True,False,,,,,,,False,3618," Иваново,  Октябрьский район, Гагарина ул,2",Ивановская область, Иваново, Октябрьский, Гагарина ,2,57.024028,40.964584,1750000
2568.938669,44,29,6,,2,False,3,1975,5,2,,3,4,,False,True,False,,,,,,,False,3619," Иваново,  Октябрьский район, Ермака ул,34",Ивановская область, Иваново, Октябрьский, Ермака ,34,57.019604,40.961193,2500000
1897.985611,48,32,9,,2,False,5,1929,5,1,,3,5,,False,True,False,,,,,,,False,3620," Иваново,  Октябрьский район, Шестернина ул,2",Ивановская область, Иваново, Октябрьский, Шестернина ,2,57.014147,40.9678929,1800000
1262.801234,51,30,8,,2,False,5,1940,6,1,,1,5,,False,True,False,,,,,,,False,3621," Иваново,  Октябрьский район, Калинина ул,7",Ивановская область, Иваново, Октябрьский, Калинина ,7,57.007716,40.9792259,2300000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3622," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3623," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,3,,5,,,,,,False,False,False,,,,,,,False,3624," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2595000
2571.60001,57,28,10,,2,False,3,,5,,,,,,False,False,False,,,,,,,False,3625," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2595000
2571.60001,57,28,10,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,3626," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2540000
2571.60001,57,28,10,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,3627," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2540000
2571.60001,57,28,10,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,3628," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,3629," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3630," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3631," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,3,,5,,,,,,False,False,False,,,,,,,False,3632," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2595000
2571.60001,57,28,10,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,3633," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2540000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3634," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3635," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,3,,5,,,,,,False,False,False,,,,,,,False,3636," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,3637," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3638," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,1,,5,,,,,,False,False,False,,,,,,,False,3639," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,3,,5,,,,,,False,False,False,,,,,,,False,3640," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2595000
2571.60001,57,28,10,,2,False,3,,5,,,,,,False,False,False,,,,,,,False,3641," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2595000
2571.60001,57,28,10,,2,False,4,,5,,,,,,False,False,False,,,,,,,False,3642," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2530000
2571.60001,57,28,10,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,3643," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,57,28,10,,2,False,5,,5,,,,,,False,False,False,,,,,,,False,3644," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,2415000
2571.60001,36,15,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,3645," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,3646," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,2,,5,,,,,,False,False,False,,,,,,,False,3647," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1610000
2571.60001,36,15,10,,1,False,3,,5,,,,,,False,False,False,,,,,,,False,3648," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1640000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3649," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3650," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,3651," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,3652," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,3653," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,3654," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3655," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3656," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,3657," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1500000
2571.60001,36,15,10,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,3658," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,3659," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,1,,5,,,,,,False,False,False,,,,,,,False,3660," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,3,,5,,,,,,False,False,False,,,,,,,False,3661," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1570000
2571.60001,36,15,10,,1,False,3,,5,,,,,,False,False,False,,,,,,,False,3662," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1650000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3663," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1600000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3664," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1540000
2571.60001,36,15,10,,1,False,5,,5,,,,,,False,False,False,,,,,,,False,3665," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1530000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3666," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1600000
2571.60001,36,15,10,,1,False,4,,5,,,,,,False,False,False,,,,,,,False,3667," Иваново,  Фрунзенский район, ",Ивановская область, Иваново, Фрунзенский, ,,56.9908674,40.9306046,1600000
5202.863111,72,40,11,,3,False,9,,17,,,,,,False,False,False,,,,,,,False,3668," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2920000
5202.863111,72,40,11,,3,False,12,,17,,,,,,False,False,False,,,,,,,False,3669," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2900000
5202.863111,72,40,11,,3,False,13,,17,,,,,,False,False,False,,,,,,,False,3670," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,3200000
5202.863111,72,40,11,,3,False,14,,17,,,,,,False,False,False,,,,,,,False,3671," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,3200000
5202.863111,72,40,11,,3,False,15,,17,,,,,,False,False,False,,,,,,,False,3672," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,3200000
5202.863111,60,40,11,,2,False,1,,17,,,,,,False,False,False,,,,,,,False,3673," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2500000
5202.863111,58,30,11,,2,False,1,,17,,,,,,False,False,False,,,,,,,False,3674," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2405000
5202.863111,82,34,25,,2,False,2,,17,,,,,,False,False,False,,,,,,,False,3675," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,3050000
5202.863111,60,30,11,,2,False,3,,17,,,,,,False,False,False,,,,,,,False,3676," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2355000
5202.863111,58,30,10,,2,False,7,,17,,,,,,False,False,False,,,,,,,False,3677," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2460000
5202.863111,60,30,10,,2,False,7,,17,,,,,,False,False,False,,,,,,,False,3678," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2655000
5202.863111,56,30,10,,2,False,8,,17,,,,,,False,False,False,,,,,,,False,3679," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2270000
5202.863111,60,30,11,,2,False,9,,17,,,,,,False,False,False,,,,,,,False,3680," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2415000
5202.863111,58,30,11,,2,False,9,,17,,,,,,False,False,False,,,,,,,False,3681," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2336000
5202.863111,60,30,11,,2,False,10,,17,,,,,,False,False,False,,,,,,,False,3682," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2410000
5202.863111,58,30,11,,2,False,10,,17,,,,,,False,False,False,,,,,,,False,3683," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2330000
5202.863111,58,30,11,,2,False,11,,17,,,,,,False,False,False,,,,,,,False,3684," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2332000
5202.863111,58,30,11,,2,False,12,,17,,,,,,False,False,False,,,,,,,False,3685," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2332000
5202.863111,60,30,11,,2,False,12,,17,,,,,,False,False,False,,,,,,,False,3686," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2410000
5202.863111,60,30,11,,2,False,13,,17,,,,,,False,False,False,,,,,,,False,3687," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2410000
5202.863111,60,30,11,,2,False,14,,17,,,,,,False,False,False,,,,,,,False,3688," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2410000
5202.863111,60,30,11,,2,False,15,,17,,,,,,False,False,False,,,,,,,False,3689," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2410000
5202.863111,58,30,11,,2,False,15,,17,,,,,,False,False,False,,,,,,,False,3690," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2555000
5202.863111,58,30,11,,2,False,16,,17,,,,,,False,False,False,,,,,,,False,3691," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2555000
5202.863111,53,30,11,,2,False,17,,17,,,,,,False,False,False,,,,,,,False,3692," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2355000
5202.863111,58,30,11,,2,False,17,,17,,,,,,False,False,False,,,,,,,False,3693," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2555000
5202.863111,80,45,11,,3,False,16,,17,,,,,,False,False,False,,,,,,,False,3694," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,3225000
5202.863111,73,45,11,,3,False,17,,17,,,,,,False,False,False,,,,,,,False,3695," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2920000
5202.863111,73,45,11,,3,False,17,,17,,,,,,False,False,False,,,,,,,False,3696," Иваново,  Октябрьский район, Революционная ул,11 /Революционная,д 36",Ивановская область, Иваново, Октябрьский, Революционная ,11/Революционная,57.0336944,40.9177299,2920000
